title,release_date,rating,ratings_count,added,genres,tags,developers
Forza Horizon 4,2018-10-02,4.37,1639,6304,Racing|Arcade,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|Co-op|Open World|First-Person|Online Co-Op|Exploration|Sandbox|PvP|Cross-Platform Multiplayer|Family Friendly|exclusive|Realistic|Cinematic|VR|Online PvP|Steam Trading Cards|3rd-Person Perspective|Driving|explore|Offroad|street racing|w10 exclusive|winter|autumn|extreme,
The Legend of Zelda: Breath of the Wild,2017-03-03,4.47,3155,6297,Action|Adventure|RPG,RPG|Open World|Sandbox|Action-Adventure|exclusive,
Surviving Mars,2018-03-14,3.47,469,6275,Strategy|Simulation,Singleplayer|Steam Achievements|cooperative|Sci-fi|Space|City Builder|Mars,
The Walking Dead: Season 2,2013-12-16,4.07,1465,6269,Action|Adventure,Singleplayer|Full controller support|Atmospheric|Story Rich|Horror|Gore|Female Protagonist|Survival|Zombies|Point & Click|Post-apocalyptic|Choices Matter|Mature|Cinematic|Drama|Episodic|Comic Book|Choose Your Own Adventure|Quick-Time Events,
Borderlands 3,2019-09-13,3.87,961,6220,Action|Shooter|Adventure|RPG,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|RPG|Co-op|Open World|cooperative|First-Person|FPS|Online Co-Op|Gore|Exploration|Violent|Split Screen|Local Co-Op|Action-Adventure|Local Multiplayer|Cross-Platform Multiplayer|Space|role-playing|Nudity|Steam Trading Cards|Driving|online|Loot|console|friends|Epic|Masterpiece|offline|Western|Co-op Campaign|skill|looter shooter|Solo|planets|guns|LAN Co-op|Team|trees|wasteland,
Syberia 2,2004-03-30,3.88,573,6192,Adventure|Puzzle,Singleplayer|Atmospheric|Great Soundtrack|Story Rich|Classic|Female Protagonist|Point & Click|Mystery|Story|Steampunk|puzzles|Movie|factory|Dreams,
Dark Souls II: Scholar of the First Sin,2015-04-01,4.15,1214,6191,Action|RPG,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|RPG|Co-op|Story Rich|cooperative|Third Person|Fantasy|Difficult|Action RPG|Dark|PvP|Hack and Slash|Character Customization|Dark Fantasy|Medieval|Remake|Lore-Rich,
Sleeping Dogs,2012-08-14,4.14,1317,6173,Action|Adventure,Singleplayer|Multiplayer|Full controller support|Atmospheric|Great Soundtrack|RPG|Story Rich|Open World|Third Person|Sandbox|Violent|Third-Person Shooter|Parkour|Crime|Driving|Martial Arts,
Deus Ex: Human Revolution,2011-08-22,4.36,1539,6170,Action|RPG,Stealth|Cyberpunk,
A Story About My Uncle,2014-05-27,3.15,642,6165,Adventure|Arcade|Casual|Indie|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Open World|First-Person|Sci-fi|Horror|Fantasy|Difficult|Family Friendly|controller support|Short|Parkour|3D Platformer|Narration,
Alan Wake's American Nightmare,2012-02-22,3.41,815,6159,Action|Shooter,Singleplayer|Full controller support|Atmospheric|Story Rich|Third Person|Horror|Survival|Controller|Third-Person Shooter|Survival Horror|controller support|Mystery|Short|Cinematic|Detective|Supernatural|Thriller,
To the Moon,2011-01-10,4.29,1133,6153,Action|Adventure|RPG|Casual|Indie,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Story Rich|2D|Sci-fi|Funny|Female Protagonist|Action-Adventure|Pixel Graphics|Retro|Space|role-playing|Cute|Short|Walking Simulator|Parkour|Relaxing|Linear|Romance|America|Family Sharing|Interactive Fiction|Psychological|RPGMaker|RPG Maker|2D Platformer|2D-платформер,
Bayonetta,2009-06-23,4.3,1153,6152,Action|Adventure,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Third Person|Fantasy|Gore|Classic|Female Protagonist|Comedy|Anime|Nudity|Hack and Slash|Mature|Fast-Paced|Sexual Content|Beat 'em up|Character Action Game|Spectacle fighter,
SMITE,2015-08-19,3.05,803,6146,Action,Steam Achievements|Multiplayer|steam-trading-cards|RPG|Co-op|cooperative|Third Person|Funny|Survival|Free to Play|PvP|Nudity|Team-Based|Competitive|MMORPG|MOBA|Mythology|e-sports,
Team Fortress Classic,1999-04-01,2.92,386,6133,Action|Shooter|Massively Multiplayer,Multiplayer|Co-op|Story Rich|cooperative|First-Person|FPS|Online Co-Op|Funny|Classic|Retro|Team-Based|Fast-Paced|Competitive|Valve Anti-Cheat enabled|Remake|1990's|Class-Based|Mod,
Celeste,2018-01-25,4.37,1683,6130,Indie|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Story Rich|2D|Horror|Female Protagonist|celeste|xna|miniboss|fna|towerfall|matt-makes-games|great-graphics|character-development,
Borderlands Game of the Year Enhanced,2019-04-03,3.79,1032,6126,Action|Shooter|RPG,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|RPG|Open World|cooperative|First-Person|Partial Controller Support|FPS|Online Co-Op|Gore|Exploration|Violent|Post-apocalyptic|Sexual Content|Dark Humor|Loot|Role Playing Game|humor|meat,
Call of Duty: Black Ops II,2012-11-13,3.96,1421,6114,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Co-op|cooperative|First-Person|Sci-fi|Horror|FPS|Online Co-Op|Steam Leaderboards|Survival|Controller|Tactical|Zombies|War|Team-Based|Futuristic|Valve Anti-Cheat enabled|Story|character|death,
Frostpunk,2018-04-24,4.19,1052,6110,Strategy|Simulation,Singleplayer|Atmospheric|Difficult|Survival|Dark|Post-apocalyptic|Choices Matter|Building|Management|Real-Time with Pause|Resource Management|Economy|City Builder,
Tom Clancy’s The Division,2016-03-07,3.7,1342,6106,Action|Shooter|RPG,Singleplayer|Multiplayer|Atmospheric|steam-trading-cards|RPG|Co-op|Open World|cooperative|Third Person|FPS|Online Co-Op|Sandbox|Survival|Tactical|Third-Person Shooter|Post-apocalyptic|MMORPG,
"Warhammer 40,000: Space Marine",2011-09-05,3.47,745,6088,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|Great Soundtrack|Co-op|Story Rich|cooperative|Third Person|Sci-fi|Online Co-Op|Gore|Steam Leaderboards|Controller|Third-Person Shooter|Hack and Slash|Futuristic|Dystopian|Games Workshop|Warhammer 40K,
PAYDAY The Heist,2011-10-18,3.34,780,6077,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|steam-trading-cards|Great Soundtrack|RPG|Co-op|cooperative|First-Person|FPS|Online Co-Op|Difficult|Stealth|Tactical|stats|Team-Based|Crime|Heist,
Metal Gear Rising: Revengeance,2013-02-19,4.25,1245,6068,Action,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Great Soundtrack|Story Rich|Third Person|Sci-fi|Gore|Difficult|Stealth|Hack and Slash|Replay Value|Fast-Paced|Cyberpunk|Beat 'em up|Ninja|Mechs|Character Action Game|Swordplay|Spectacle fighter,
Black Mesa,2020-03-06,4.35,1063,6063,Action|Shooter|Indie,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|Co-op|Story Rich|First-Person|Sci-fi|Partial Controller Support|Horror|FPS|Classic|Online multiplayer|Early Access|Cross-Platform Multiplayer|Zombies|Includes level editor|exclusive|Captions available|Aliens|true exclusive|Remake|Includes Source SDK|Mod,
Ratchet & Clank,2016-04-12,4.05,1458,6055,Action|Shooter|Adventure,Action-Adventure|exclusive|true exclusive,
Age of Wonders III,2014-03-31,2.92,446,6025,RPG|Strategy,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Co-op|cooperative|Fantasy|Classic|Female Protagonist|Split Screen|Tactical|Steam Workshop|Cross-Platform Multiplayer|Includes level editor|Moddable|Turn-Based|Turn-Based Strategy|Grand Strategy|4X|Hex Grid,
Batman: Arkham Asylum,2009-08-25,4.4,2310,6025,Action,Exploration|Stealth|puzzles|hero|island,
inFAMOUS Second Son,2014-03-21,3.91,1641,6012,Action,exclusive|true exclusive,
Assassin's Creed Syndicate,2015-10-23,3.66,1510,6002,Action,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|Co-op|Story Rich|Open World|cooperative|Third Person|Partial Controller Support|Funny|Gore|Female Protagonist|Stealth|Historical|Parkour|Steampunk|Assassin|Illuminati,
Dead by Daylight,2016-06-14,3.5,985,5993,Action,Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Co-op|First-Person|Third Person|Partial Controller Support|Horror|Online Co-Op|Gore|Difficult|Survival|Comedy|Violent|Stealth|Survival Horror|Mature|Team-Based|online|Blood|character|console|offline|work|death|escape|sacrifice,
Half-Life: Source,2004-06-01,3.71,553,5987,Action,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|Co-op|Story Rich|First-Person|Sci-fi|Horror|FPS|Classic|Zombies|Moddable|Aliens|Remake|1990's|Silent Protagonist,
Ghost of Tsushima,2020-07-17,4.41,1117,5986,Action|Adventure|RPG,Singleplayer|Atmospheric|RPG|Open World|Third Person|Action-Adventure|exclusive|japanese,
Mafia: The City of Lost Heaven,2002-08-28,4.35,1304,5983,Action,Singleplayer|Story Rich|Open World|Third Person|Classic|Violent|Action-Adventure|mafia|1930s|30s,
LEGO The Lord of the Rings,2012-10-30,3.55,616,5975,Action|Adventure,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Co-op|Open World|cooperative|Third Person|Fantasy|Funny|Comedy|Split Screen|Local Co-Op|Controller|Local Multiplayer|Family Friendly|3D Vision|LEGO,
Overcooked,2016-08-01,4.07,1350,5955,Simulation|Arcade|Casual|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|Co-op|cooperative|Funny|Difficult|Split Screen|Local Co-Op|Local Multiplayer|Family Friendly|Colorful|Memes|4 Player Local|Co-op Campaign,
Rust,2018-02-09,3.37,856,5939,Action|Shooter|RPG|Massively Multiplayer|Indie,Multiplayer|Co-op|Open World|cooperative|First-Person|FPS|Online Co-Op|Sandbox|Survival|Early Access|Steam Workshop|PvP|Cross-Platform Multiplayer|Nudity|In-App Purchases|Survival Horror|Post-apocalyptic|Crafting|Building|Valve Anti-Cheat enabled|mmo,
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-19,4.27,1335,5917,Action|Shooter|Adventure|RPG,Singleplayer|Multiplayer|Atmospheric|RPG|Open World|First-Person|Sci-fi|Horror|FPS|Difficult|Classic|Sandbox|Survival|Moddable|Survival Horror|Post-apocalyptic|Based On A Novel|Inventory Management,
STAR WARS Battlefront II,2017-11-17,3.58,1363,5902,Action|Shooter|Adventure,Singleplayer|Steam Achievements|Multiplayer|Co-op|cooperative|First-Person|Third Person|Sci-fi|FPS|Online Co-Op|Tactical|Third-Person Shooter|PvP|Space|Character Customization|combat|Aliens|Online PvP|Steam Trading Cards|Star Wars|Vehicular Combat,
Human: Fall Flat,2016-07-22,3.82,1023,5902,Action|Indie|Puzzle,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Co-op|Open World|cooperative|Funny|Sandbox|Survival|Split Screen|Local Co-Op|Local Multiplayer|stats|controller support|Physics|Memes|Puzzle-Platformer|3D Platformer|soft-body physics,
Deus Ex: Game of the Year Edition,2000-06-22,4.11,572,5900,Action|Shooter|RPG,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|RPG|Story Rich|First-Person|Sci-fi|FPS|Classic|Stealth|Action RPG|Moddable|Cyberpunk|Dystopian|Cult Classic|Immersive Sim|Conspiracy|Inventory Management,
A Way Out,2018-03-23,4.12,1604,5887,Action|Adventure,Steam Achievements|Multiplayer|Full controller support|Atmospheric|Co-op|Story Rich|cooperative|Third Person|Online Co-Op|Violent|Stealth|Split Screen|Local Co-Op|Action-Adventure|Nudity|Cinematic|Sexual Content|Crime|Steam Trading Cards|Emotional|Remote Play Together|Shared/Split Screen Co-op|Remote Play on TV|Remote Play on Tablet|Conversation|Remote Play on Phone|prison|ea play,
Doki Doki Literature Club!,2017-09-22,4.06,1289,5862,Adventure|Indie,Singleplayer|Horror|Free to Play|Anime|Cute|Visual Novel|Romance|Dating Sim,
Until Dawn,2015-08-25,4.1,1741,5862,Action|Adventure,Horror|exclusive,
Hitman: Blood Money,2006-05-29,4.31,1039,5848,Action|Shooter,Singleplayer|Atmospheric|Great Soundtrack|First-Person|Third Person|Difficult|Classic|Sandbox|Stealth|Third-Person Shooter|Dark|Replay Value|Crime|Assassin|Cult Classic,
Dark Souls: Prepare To Die Edition,2012-08-23,4.37,1255,5834,Action|RPG,Singleplayer|Steam Achievements|Multiplayer|Atmospheric|Great Soundtrack|RPG|Story Rich|Open World|Third Person|Partial Controller Support|Fantasy|Exploration|Difficult|Action RPG|Dark|Character Customization|Replay Value|Dark Fantasy|Medieval|Lore-Rich,
FINAL FANTASY XV,2016-11-29,3.87,1421,5825,RPG,RPG|Fantasy|combat|Story|battle|friends|Tanks|night,
Company of Heroes,2006-09-11,3.68,564,5818,Strategy,Singleplayer|Multiplayer|Steam Cloud|steam-trading-cards|Co-op|cooperative|First-Person|FPS|Classic|Violent|Tactical|Steam Workshop|Moddable|War|Historical|Team-Based|RTS|Military|Base Building|World War II|Real-Time with Pause|Real-Time|Tanks,
The Long Dark,2014-09-22,3.91,865,5816,Action|Adventure|Simulation|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Open World|First-Person|Horror|Exploration|Difficult|Steam Leaderboards|Sandbox|Female Protagonist|Survival|Early Access|Survival Horror|Post-apocalyptic|Crafting|Walking Simulator|overlay|in development,
Max Payne,2001-07-25,4.45,2027,5816,Action|Shooter,Singleplayer|Classic|Third-Person Shooter|Noir|first person mod,
Oddworld: Abe's Oddysee,1997-09-19,3.54,561,5755,Action|Platformer,Singleplayer|Multiplayer|Atmospheric|steam-trading-cards|2D|Fantasy|Funny|Difficult|Classic|Comedy|Dark|Retro|controller support|Cinematic|Puzzle-Platformer|Cult Classic,
Tropico 4,2011-08-24,3.51,511,5748,Strategy|Simulation,Singleplayer|Steam Achievements|Atmospheric|steam-trading-cards|Great Soundtrack|Funny|Sandbox|Comedy|Building|RTS|Management|Real-Time with Pause|Resource Management|Economy|City Builder|Political|Cold War|Politics|God Game|Capitalism,
Counter-Strike: Condition Zero Deleted Scenes,2004-03-23,2.88,178,5740,Shooter,cs|counter-strke|condition zero,
The Binding of Isaac: Rebirth,2014-11-03,4.32,1157,5739,Action|RPG,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Co-op|cooperative|2D|Horror|Gore|Difficult|Split Screen|Local Co-Op|Pixel Graphics|Dark|Replay Value|Roguelike|Remake|Roguelite|Dungeon Crawler|Procedural Generation|Twin Stick Shooter,
Titan Souls,2015-04-13,3.34,528,5737,Action|Indie,Singleplayer|Steam Achievements|Full controller support|Atmospheric|Great Soundtrack|2D|Fantasy|Difficult|Action-Adventure|Pixel Graphics|Controller|Retro|controller support|Short|Roguelike|Top-Down,
Mortal Kombat 11,2019-04-22,3.97,1137,5720,Action|Adventure|Fighting,Singleplayer|Multiplayer|Atmospheric|Gore|Violent|Online multiplayer|Blood,
Divinity: Original Sin - Enhanced Edition,2015-10-27,4.25,1022,5704,RPG|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|RPG|Co-op|Story Rich|Open World|cooperative|Fantasy|Split Screen|Local Co-Op|Cross-Platform Multiplayer|Character Customization|Turn-Based|Captions available|Isometric|Turn-Based Strategy|Turn-Based Combat|CRPG|Party-Based RPG,
Wolfenstein: The Old Blood,2015-05-04,4.0,1134,5693,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|Story Rich|First-Person|Sci-fi|Partial Controller Support|Horror|FPS|Funny|Gore|Steam Leaderboards|Stealth|Zombies|War|Mature|Blood|World War II|Alternate History,
Ryse: Son of Rome,2013-11-22,3.59,972,5675,Action|Adventure,Singleplayer|Multiplayer|Full controller support|Atmospheric|RPG|Co-op|Open World|cooperative|Third Person|Fantasy|Gore|stats|Nudity|Hack and Slash|War|Short|Historical|Linear|Quick-Time Events|Benchmark|Rome,
Darksiders II Deathinitive Edition,2015-11-05,3.79,678,5657,Action|RPG,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|RPG|Story Rich|Open World|Third Person|Fantasy|Gore|Steam Leaderboards|Action RPG|Controller|Hack and Slash|Post-apocalyptic|Dark Fantasy|Parkour|Loot|Spectacle fighter,
Hacknet,2015-08-11,3.19,491,5650,Simulation|Indie,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|2D|Sci-fi|Horror|Steam Workshop|Includes level editor|Captions available|Cyberpunk|Education|Hacking|Programming|Typing,
Stray,2022-07-19,4.15,1223,5643,Action|Adventure|Indie|Puzzle|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Open World|Third Person|Sci-fi|Horror|Exploration|Stealth|exclusive|Cute|Mystery|Colorful|Cyberpunk|Dystopian|Steam Trading Cards|Robots|Beautiful|Remote Play on TV|cats|Котики,
Star Wars: Knights of the Old Republic II – The Sith Lords,2004-12-06,4.36,923,5642,Adventure|RPG,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|RPG|Story Rich|Third Person|Sci-fi|Classic|Female Protagonist|Steam Workshop|Space|role-playing|Moddable|Character Customization|Turn-Based|Choices Matter|Multiple Endings|Turn-Based Combat|Real-Time with Pause|Party-Based RPG|Star Wars,
Dark Souls: Remastered,2018-05-23,4.47,1451,5639,Action|RPG,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|Great Soundtrack|RPG|Co-op|Story Rich|Open World|cooperative|Third Person|Exploration|Difficult|Action RPG|Dark|Character Customization|Replay Value|Dark Fantasy|Mature|Lore-Rich,
Guns of Icarus Online,2012-09-30,2.59,404,5633,Action|Simulation|Indie,Steam Achievements|Multiplayer|steam-trading-cards|Co-op|cooperative|First-Person|Partial Controller Support|FPS|Online Co-Op|Tactical|stats|Steam Workshop|PvP|Team-Based|Competitive|Steampunk|Kickstarter|Class-Based|Flight,
The Evil Within,2014-10-12,3.97,1159,5619,Action|Shooter|Adventure,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Story Rich|Open World|Third Person|Horror|Gore|Difficult|Survival|Stealth|Third-Person Shooter|Dark|Zombies|Survival Horror|Captions available|Cinematic|Walking Simulator,
Dear Esther: Landmark Edition,2017-02-14,3.31,434,5618,Adventure|Casual|Indie,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|First-Person|Exploration|Walking Simulator|Commentary available,
Fallout 2,1998-09-30,4.34,1144,5612,RPG,Singleplayer|Steam Cloud|Atmospheric|Great Soundtrack|RPG|Story Rich|Open World|2D|Sci-fi|Exploration|Classic|Sandbox|Retro|role-playing|Turn-Based|Post-apocalyptic|Replay Value|Isometric|Dark Humor|Turn-Based Combat|CRPG,
